degree-program,current-semester,hours-study-per-day-average,hours-per-day-use-mobile phone,GPA-current/previous-semester,expected-GPA-this-course/semester,hours-sleep-per-night,average-class-attendance,hours-per-day-use-social-media-apps,use-mobile-during-study-sessions,preferred-study-time,primary-study-method,revise-within-24-hours-after-class,start–preparing-exams,academic-stress-level,motivation-level,procrastinate
BS Data Science,3,1.8,3.5,2.73,3.2,11.9,84.8,1.3,Rarely,Evening,Video lectures,Always,Throughout the semester,2,4,Yes
BS Software Engineering,4,1.5,3.7,2.08,3.34,7.0,91.1,2.4,Sometimes,Morning,Mixed,Never,Throughout the semester,3,1,Sometimes
BS Data Science,5,1.9,3.6,2.04,2.7,6.0,60.0,4.0,Rarely,Afternoon,Practice questions,Sometimes,1 week before,5,1,Yes
BS AI,5,5.5,3.4,3.83,3.19,6.2,91.7,2.7,Sometimes,Late night,Group study,Never,1 week before,3,5,No
Radiology,5,1.5,2.5,2.91,2.25,6.7,91.1,2.2,Sometimes,Late night,Group study,Often,Throughout the semester,3,4,Sometimes
BS Accounting & finance,2,5.3,2.3,3.08,3.69,13.2,94.6,3.2,Rarely,Late night,Mixed,Sometimes,Throughout the semester,3,2,Sometimes
BS AI,5,2.2,4.2,2.19,2.88,14.0,75.0,2.4,Often,Late night,Mixed,Rarely,Last day,4,2,Sometimes
BS Software Engineering,3,1.5,4.5,4.0,3.73,6.6,85.0,2.3,Sometimes,Late night,Practice questions,Sometimes,Throughout the semester,4,4,Sometimes
BS English,2,5.5,1.5,0.0,3.26,8.7,63.6,0.9,Often,Afternoon,Practice questions,Rarely,Throughout the semester,3,1,Sometimes
BBA,6,1.6,3.4,2.56,3.74,2.5,94.4,2.1,Always,Evening,Mixed,Sometimes,Throughout the semester,2,1,Sometimes
BS Software Engineering,4,4.2,3.4,3.01,3.28,6.0,96.9,2.0,Always,Evening,Mixed,Never,1 week before,3,4,Yes
BS Data Science,5,5.5,2.5,0.0,3.23,5.9,91.9,2.1,Rarely,Late night,Video lectures,Sometimes,Throughout the semester,5,1,Sometimes
BBA,5,1.8,3.1,2.18,3.24,3.7,74.7,4.2,Often,Morning,Practice questions,Never,1 week before,5,1,Yes
BS AI,5,3.4,3.7,4.0,3.33,5.9,90.1,3.9,Sometimes,Morning,Mixed,Sometimes,1 week before,2,2,Yes
BSCS,7,1.9,3.8,3.49,3.24,6.6,87.2,3.1,Rarely,Evening,Mixed,Often,Throughout the semester,4,3,Yes
BS Software Engineering,2,3.8,1.5,2.79,3.27,6.3,93.3,1.2,Rarely,Evening,Mixed,Often,1 week before,3,1,Sometimes
BS Data Science,5,1.5,4.5,3.11,3.75,7.1,90.7,4.5,Sometimes,Morning,Mixed,Never,Last day,5,5,Sometimes
BS Data Science,3,2.4,4.0,1.66,3.53,5.8,82.1,3.2,Rarely,Late night,Mixed,Rarely,Throughout the semester,5,1,No
BS Software Engineering,2,1.5,3.7,3.3,3.7,7.0,95.8,4.1,Sometimes,Morning,Group study,Sometimes,1 week before,5,3,Sometimes
BS Data Science,5,1.5,3.0,2.18,3.73,6.7,90.5,2.8,Sometimes,Late night,Mixed,Sometimes,1 week before,2,4,Sometimes
BS English,5,1.5,4.0,3.9,3.02,6.0,91.5,4.3,Often,Morning,Reading notes,Sometimes,1 week before,5,2,Yes
Radiology,7,5.5,3.6,2.33,3.16,6.5,82.0,2.1,Always,Late night,Mixed,Rarely,Throughout the semester,2,3,Sometimes
BS Data Science,3,1.8,3.6,3.5,2.71,7.0,97.5,2.5,Rarely,Morning,Mixed,Often,Last day,1,1,Sometimes
BS Mathematics,7,1.7,3.8,2.41,3.32,10.1,89.9,2.5,Sometimes,Late night,Mixed,Often,Throughout the semester,4,5,No
BS Data Science,3,1.6,3.9,3.32,3.25,2.5,95.2,4.5,Sometimes,Evening,Video lectures,Sometimes,Throughout the semester,3,2,Yes
BS Data Science,1,2.1,2.6,1.99,3.31,5.4,77.6,2.6,Sometimes,Evening,Mixed,Often,2–3 days before,5,1,Yes
BS Software Engineering,5,1.7,1.5,2.63,3.25,10.8,79.3,2.0,Rarely,Afternoon,Mixed,Never,2–3 days before,3,1,Sometimes
Radiology,5,1.5,4.5,2.54,2.25,5.9,97.5,1.4,Rarely,Late night,Mixed,Always,Throughout the semester,3,4,Sometimes
BS Data Science,5,1.8,3.7,2.15,3.16,11.1,73.0,4.5,Often,Late night,Video lectures,Always,2–3 days before,5,1,No
BS Data Science,2,5.2,2.2,1.72,3.54,10.5,81.0,1.6,Rarely,Late night,Mixed,Always,Throughout the semester,0,2,Sometimes
BS Mathematics,5,1.6,3.6,4.0,3.75,6.9,82.4,4.4,Rarely,Morning,Mixed,Sometimes,1 week before,4,3,Sometimes
BS Data Science,5,1.9,4.5,2.89,3.53,5.9,82.0,4.3,Sometimes,Late night,Group study,Sometimes,2–3 days before,3,5,Sometimes
BS Data Science,6,5.5,2.3,1.83,3.27,7.1,74.5,0.4,Rarely,Late night,Mixed,Sometimes,Throughout the semester,4,3,Sometimes
BBA,4,3.8,2.0,4.0,3.28,9.0,92.2,2.9,Sometimes,Morning,Video lectures,Rarely,Last day,0,4,Sometimes
BBA,5,1.5,2.3,2.9,3.75,5.9,90.6,4.5,Often,Evening,Mixed,Never,1 week before,4,5,Sometimes
BS AI,5,1.5,3.4,1.91,2.59,5.9,76.4,3.7,Rarely,Morning,Video lectures,Often,1 week before,5,1,Sometimes
BS Accounting & finance,5,1.8,3.3,3.51,3.17,6.8,97.5,3.6,Sometimes,Morning,Mixed,Rarely,1 week before,5,1,Yes
BS Data Science,1,1.9,4.5,4.0,3.68,6.6,97.2,4.4,Sometimes,Late night,Video lectures,Sometimes,Throughout the semester,4,5,Sometimes
BSCS,4,1.7,1.6,4.0,3.2,5.4,85.6,3.6,Sometimes,Evening,Mixed,Sometimes,1 week before,4,2,Yes
BS Data Science,4,4.9,3.2,1.89,3.34,7.1,87.3,1.6,Sometimes,Morning,Reading notes,Never,1 week before,4,4,Yes
BS Data Science,5,4.5,2.5,4.0,3.29,6.5,84.5,3.6,Sometimes,Evening,Reading notes,Rarely,Last day,5,1,No
BS Data Science,1,1.5,4.5,3.19,3.05,3.2,90.7,4.4,Sometimes,Late night,Video lectures,Never,Last day,2,1,Yes
Radiology,6,1.6,4.5,2.79,3.75,5.3,88.9,2.6,Often,Morning,Reading notes,Sometimes,1 week before,4,2,Sometimes
BBA,5,2.0,3.1,2.21,3.31,6.6,61.9,2.3,Often,Evening,Mixed,Never,Throughout the semester,5,1,No
BS Data Science,5,2.0,3.9,2.23,3.62,6.9,82.1,4.0,Sometimes,Late night,Mixed,Rarely,2–3 days before,3,3,Sometimes
BS Data Science,5,3.0,3.3,2.98,3.17,6.5,93.3,3.5,Sometimes,Late night,Mixed,Always,Throughout the semester,2,4,Sometimes
BS Data Science,4,1.9,3.6,3.02,3.67,6.5,89.2,4.5,Sometimes,Morning,Mixed,Never,Last day,1,4,Yes
BS Data Science,5,5.5,4.4,1.93,3.16,11.9,72.9,2.7,Sometimes,Late night,Mixed,Rarely,Last day,5,3,Sometimes
BS Software Engineering,4,1.5,2.3,2.43,3.42,6.5,96.9,1.4,Sometimes,Morning,Mixed,Never,Last day,5,1,Sometimes
BS Data Science,6,1.8,3.1,2.62,3.62,6.9,79.8,1.3,Often,Morning,Practice questions,Sometimes,1 week before,4,1,Sometimes
BS Data Science,3,2.1,2.1,2.18,3.75,6.1,90.3,4.2,Sometimes,Late night,Mixed,Rarely,2–3 days before,5,2,Sometimes
BS Data Science,2,1.5,4.3,4.0,3.69,6.0,81.0,1.8,Sometimes,Late night,Mixed,Sometimes,Last day,4,5,No
Radiology,5,1.5,3.9,2.35,3.2,6.3,88.3,3.6,Sometimes,Evening,Group study,Never,Last day,5,1,Yes
BS Data Science,4,3.8,2.1,0.0,3.25,6.9,79.6,3.8,Always,Evening,Mixed,Always,Last day,5,1,Sometimes
BS Data Science,5,1.5,3.9,3.6,3.75,6.8,84.9,3.2,Always,Morning,Mixed,Often,Last day,5,1,Yes
BS Accounting & finance,3,2.0,2.0,3.53,3.75,6.7,89.5,2.2,Rarely,Late night,Practice questions,Rarely,Throughout the semester,0,5,Sometimes
BS Data Science,3,5.5,3.5,0.59,3.39,6.3,94.9,0.8,Always,Evening,Mixed,Sometimes,2–3 days before,3,2,Yes
BS Mathematics,5,4.9,3.6,2.61,3.25,6.4,96.3,3.9,Sometimes,Evening,Mixed,Often,1 week before,0,4,Sometimes
BS Computer Science,1,2.2,3.9,1.36,3.28,10.1,88.3,4.0,Sometimes,Morning,Mixed,Sometimes,1 week before,4,2,Sometimes
BS Data Science,5,1.6,3.7,2.36,3.3,6.8,90.2,4.5,Sometimes,Late night,Mixed,Rarely,1 week before,3,2,No
BS Mathematics,3,2.0,3.4,3.32,3.31,5.5,86.2,2.4,Always,Evening,Video lectures,Rarely,Last day,2,2,No
BS Software Engineering,4,5.5,1.9,2.22,3.68,6.7,97.5,0.9,Always,Late night,Video lectures,Always,Throughout the semester,4,1,Yes
BS Software Engineering,3,4.3,4.2,3.37,3.75,7.3,93.4,1.6,Rarely,Afternoon,Mixed,Rarely,Throughout the semester,1,5,Sometimes
BS Computer Science,5,1.5,4.5,2.69,3.21,6.9,89.8,4.4,Sometimes,Morning,Practice questions,Rarely,1 week before,3,3,Sometimes
BS Data Science,4,1.7,3.9,2.41,3.19,5.9,96.7,3.6,Sometimes,Late night,Mixed,Rarely,1 week before,3,5,Sometimes
BS Data Science,3,5.5,1.5,1.74,3.27,13.3,66.7,1.1,Rarely,Evening,Mixed,Rarely,Last day,4,1,Sometimes
BS AI,5,5.5,3.1,2.72,3.16,7.2,94.5,2.5,Rarely,Evening,Mixed,Often,1 week before,3,4,Sometimes
BS Software Engineering,4,1.7,1.8,3.62,3.29,5.6,82.1,1.2,Sometimes,Evening,Mixed,Rarely,1 week before,4,1,Sometimes
BBA,5,2.2,1.5,2.74,3.75,5.7,91.4,1.9,Sometimes,Late night,Group study,Rarely,1 week before,5,3,Yes
BS Computer Science,5,1.7,4.5,4.0,3.75,5.7,94.7,3.0,Sometimes,Morning,Mixed,Sometimes,2–3 days before,5,1,Sometimes
BS Accounting & finance,2,3.7,2.1,2.5,3.74,6.9,85.6,2.3,Sometimes,Evening,Mixed,Never,Last day,1,2,Sometimes
BS Software Engineering,5,1.8,3.7,0.0,3.19,9.3,76.3,2.9,Often,Late night,Practice questions,Sometimes,1 week before,5,1,Sometimes
BS Accounting & finance,4,5.0,3.4,0.0,3.39,11.8,97.5,3.9,Sometimes,Late night,Video lectures,Rarely,2–3 days before,5,3,Sometimes
BS Software Engineering,5,1.5,4.5,3.11,3.62,4.4,86.5,4.5,Often,Morning,Mixed,Rarely,1 week before,4,3,Sometimes
BSCS,2,1.6,3.3,3.79,2.57,6.3,93.9,4.5,Sometimes,Late night,Mixed,Sometimes,1 week before,4,3,Sometimes
BS Mathematics,4,4.9,4.5,2.44,3.16,7.2,92.9,1.3,Rarely,Evening,Practice questions,Rarely,1 week before,5,2,No
BS AI,2,5.5,1.5,0.0,3.57,9.0,72.1,2.8,Rarely,Late night,Video lectures,Always,Throughout the semester,0,4,Sometimes
BS Data Science,3,1.9,1.5,2.7,3.25,6.8,70.7,0.8,Always,Evening,Group study,Never,Last day,3,1,Sometimes
BS Data Science,2,1.5,2.1,3.07,3.22,6.2,96.4,1.5,Sometimes,Morning,Mixed,Sometimes,1 week before,2,3,Sometimes
BS Data Science,4,1.5,3.5,4.0,3.73,6.5,95.1,4.5,Sometimes,Morning,Mixed,Sometimes,1 week before,2,1,Yes
BS Mathematics,6,2.9,1.5,2.51,3.75,3.9,97.2,1.6,Often,Afternoon,Mixed,Rarely,1 week before,0,3,Sometimes
BS AI,1,1.7,3.7,0.0,3.31,6.4,90.4,2.5,Sometimes,Morning,Mixed,Sometimes,Throughout the semester,3,3,Sometimes
BBA,5,2.2,3.6,0.0,2.64,6.2,60.0,2.9,Rarely,Evening,Video lectures,Rarely,Last day,5,1,Yes
BS Software Engineering,5,1.5,3.4,3.87,3.31,6.2,84.1,4.3,Sometimes,Morning,Mixed,Never,Last day,5,2,Yes
BS Urdu,3,1.8,2.2,2.03,3.29,6.1,89.4,2.3,Sometimes,Late night,Mixed,Sometimes,Throughout the semester,5,4,No
BS Data Science,5,1.5,3.4,2.35,3.38,6.3,92.3,3.8,Sometimes,Late night,Mixed,Never,Last day,4,2,Yes
BS AI,5,5.0,1.5,2.22,3.11,7.4,84.1,4.5,Always,Late night,Mixed,Sometimes,1 week before,5,1,Sometimes
BS Accounting & finance,5,2.0,3.5,2.7,3.33,6.4,87.0,4.0,Sometimes,Late night,Mixed,Sometimes,1 week before,4,2,Yes
BS Data Science,4,4.8,1.7,2.25,3.3,13.7,74.8,2.3,Often,Afternoon,Mixed,Sometimes,Throughout the semester,3,2,Sometimes
BS Data Science,1,1.8,4.5,3.6,3.75,6.5,89.4,3.4,Sometimes,Evening,Mixed,Sometimes,Throughout the semester,3,4,Sometimes
BBA,5,1.6,2.0,1.8,3.3,6.0,87.7,1.4,Often,Late night,Mixed,Rarely,1 week before,5,2,Sometimes
BS Accounting & finance,2,1.6,3.4,3.41,3.63,6.9,82.3,1.1,Rarely,Evening,Mixed,Sometimes,1 week before,3,2,Sometimes
BS AI,5,3.5,1.6,1.7,3.63,6.2,69.7,1.9,Rarely,Late night,Video lectures,Often,Throughout the semester,3,2,Sometimes
BS Mathematics,4,1.7,4.4,2.07,2.7,6.4,92.8,4.0,Never,Late night,Mixed,Sometimes,1 week before,0,5,Sometimes
BS Software Engineering,4,1.7,2.5,1.95,3.23,12.1,80.0,3.3,Rarely,Late night,Mixed,Rarely,Last day,3,1,Yes
BS Software Engineering,4,1.9,3.8,4.0,3.23,7.0,86.2,3.1,Sometimes,Late night,Video lectures,Rarely,Throughout the semester,5,1,Sometimes
BS Data Science,7,1.8,2.4,0.0,3.15,5.6,84.1,2.4,Often,Evening,Mixed,Always,Throughout the semester,5,1,Yes
BS Data Science,5,1.5,3.4,4.0,3.27,5.7,90.2,4.5,Sometimes,Morning,Mixed,Rarely,1 week before,4,3,No
BS Software Engineering,7,2.1,4.4,2.08,3.74,7.1,88.0,1.6,Sometimes,Late night,Mixed,Sometimes,1 week before,0,5,Sometimes
BS Software Engineering,5,1.5,3.7,3.01,3.32,6.7,81.5,4.5,Sometimes,Late night,Mixed,Never,Last day,5,1,Yes
BS Mathematics,5,3.2,1.7,2.65,3.65,9.4,97.5,1.6,Rarely,Afternoon,Mixed,Sometimes,Throughout the semester,4,3,Sometimes
BS AI,6,2.1,3.5,2.67,2.36,6.6,97.5,3.1,Rarely,Late night,Mixed,Sometimes,Throughout the semester,4,2,No
BS Software Engineering,5,1.5,3.2,3.09,3.75,6.1,87.8,3.5,Sometimes,Morning,Mixed,Never,1 week before,5,1,Yes
BS Data Science,3,1.7,2.0,1.91,3.28,7.0,91.0,1.5,Rarely,Late night,Mixed,Rarely,1 week before,4,4,Sometimes
Docter of optometry,2,1.7,3.1,3.35,3.28,5.7,91.0,1.9,Often,Morning,Reading notes,Sometimes,1 week before,2,2,Sometimes
BS Computer Science,6,1.5,3.6,3.37,3.69,6.2,89.2,4.3,Sometimes,Morning,Mixed,Never,Last day,4,3,Sometimes
BS Data Science,5,1.9,3.3,3.75,3.23,6.6,92.9,4.0,Sometimes,Morning,Mixed,Rarely,1 week before,5,1,Sometimes
BS Software Engineering,3,5.2,1.6,3.31,3.62,6.2,81.0,0.8,Always,Late night,Group study,Often,1 week before,5,3,Sometimes
BS Data Science,6,1.5,3.5,3.48,3.75,12.3,78.0,4.1,Sometimes,Morning,Mixed,Rarely,Last day,5,1,Yes
BS Data Science,5,4.9,3.5,1.86,3.21,7.4,75.5,2.6,Rarely,Morning,Practice questions,Never,2–3 days before,3,2,Yes
BS Accounting & finance,1,1.5,2.9,1.97,3.35,13.4,75.0,1.0,Sometimes,Late night,Video lectures,Never,Last day,3,1,Yes
BS Data Science,5,1.7,1.5,2.18,3.59,6.0,85.7,1.4,Sometimes,Morning,Mixed,Never,1 week before,2,4,Sometimes
BS Accounting & finance,2,3.6,3.5,2.43,2.77,11.2,92.4,1.0,Sometimes,Late night,Mixed,Sometimes,Throughout the semester,3,4,Sometimes
Docter of optometry,5,2.1,4.5,3.88,2.53,6.4,97.5,2.6,Sometimes,Morning,Mixed,Sometimes,1 week before,1,5,Sometimes
BS Data Science,5,5.5,3.2,2.69,3.24,14.5,74.0,3.2,Sometimes,Late night,Mixed,Often,Last day,5,1,Yes
BS Data Science,4,1.5,3.8,4.0,3.2,6.9,90.8,4.5,Sometimes,Late night,Mixed,Never,1 week before,4,4,Sometimes
BS Data Science,5,3.5,1.8,3.47,3.68,6.1,92.3,3.3,Sometimes,Late night,Video lectures,Rarely,2–3 days before,4,4,Sometimes
BS Data Science,3,2.2,4.3,2.57,2.98,6.6,97.5,2.0,Rarely,Late night,Mixed,Rarely,Last day,4,1,Sometimes
BS AI,2,4.3,2.4,4.0,3.75,6.4,92.7,2.4,Sometimes,Evening,Reading notes,Sometimes,Last day,3,3,No
BS Computer Science,4,5.5,1.8,1.76,3.27,5.8,86.4,2.1,Sometimes,Evening,Group study,Always,2–3 days before,2,1,Yes
BS Data Science,5,1.5,3.7,2.88,3.74,6.3,94.7,4.5,Often,Evening,Mixed,Rarely,2–3 days before,5,1,Sometimes
BS Software Engineering,3,1.9,3.7,2.2,3.14,6.2,60.0,3.7,Often,Afternoon,Mixed,Sometimes,2–3 days before,4,2,Sometimes
BS Data Science,4,1.6,3.8,2.63,3.19,5.9,86.7,3.5,Sometimes,Evening,Mixed,Never,Throughout the semester,5,1,Yes
BS Data Science,3,1.5,4.5,3.1,3.69,6.4,88.1,3.0,Sometimes,Morning,Mixed,Rarely,1 week before,4,1,Yes
BS Software Engineering,5,5.4,3.5,3.47,3.75,6.8,60.0,1.7,Rarely,Morning,Mixed,Never,Throughout the semester,1,2,Yes
Docter of optometry,2,2.1,1.5,0.0,3.47,6.8,78.2,2.0,Rarely,Evening,Mixed,Sometimes,Throughout the semester,3,3,No
BS Data Science,5,4.2,2.3,3.08,3.13,7.0,76.2,3.9,Sometimes,Late night,Mixed,Never,Last day,4,4,No
DPT,1,1.7,3.3,1.87,3.19,6.1,89.9,3.0,Often,Morning,Mixed,Never,1 week before,3,3,Yes
BS Data Science,7,1.5,3.3,0.0,3.25,6.4,90.7,1.7,Rarely,Late night,Practice questions,Sometimes,1 week before,3,4,No
BS Data Science,1,4.1,2.6,3.29,3.21,6.8,82.3,3.8,Sometimes,Evening,Practice questions,Sometimes,Throughout the semester,5,2,Yes
BS English,2,5.2,2.4,3.12,3.75,12.2,97.5,0.9,Rarely,Morning,Mixed,Sometimes,Throughout the semester,4,1,Sometimes
BSCS,1,1.5,3.4,4.0,2.77,6.5,87.9,4.5,Sometimes,Late night,Video lectures,Sometimes,Last day,5,1,No
BS Data Science,6,1.8,3.9,3.15,3.49,6.3,92.2,3.8,Sometimes,Afternoon,Mixed,Rarely,2–3 days before,3,5,Sometimes
BS AI,4,5.1,4.4,2.95,3.64,10.1,85.9,3.4,Rarely,Late night,Mixed,Sometimes,Throughout the semester,5,2,Sometimes
BS Data Science,7,1.8,4.2,0.0,3.75,6.6,82.9,2.3,Rarely,Morning,Mixed,Never,Last day,5,1,Yes
BS Software Engineering,6,1.5,3.7,2.34,3.27,5.6,73.5,4.0,Often,Afternoon,Mixed,Always,1 week before,4,4,Yes
BS Urdu,2,1.7,3.1,3.87,3.71,7.0,80.0,2.9,Sometimes,Morning,Mixed,Sometimes,2–3 days before,3,5,Sometimes
Radiology,3,1.8,1.5,0.0,3.21,11.3,79.7,0.9,Rarely,Late night,Mixed,Rarely,Throughout the semester,1,2,Sometimes
BS Data Science,1,1.9,2.6,0.0,3.39,6.4,80.7,2.6,Sometimes,Late night,Mixed,Often,1 week before,4,5,Sometimes
BBA,1,1.8,4.0,2.79,3.31,6.5,97.5,0.5,Rarely,Evening,Mixed,Rarely,Throughout the semester,4,5,Sometimes
BS Computer Science,3,5.3,3.0,0.0,3.61,13.1,80.8,1.5,Sometimes,Morning,Practice questions,Often,Last day,5,2,Sometimes
DPT,1,1.8,3.2,2.93,3.21,6.6,95.3,3.6,Sometimes,Late night,Practice questions,Rarely,2–3 days before,2,5,Yes
BS Accounting & finance,5,1.8,3.4,3.12,3.16,13.3,88.3,4.5,Always,Morning,Mixed,Sometimes,Throughout the semester,5,1,Yes
BS Data Science,2,5.0,3.2,2.18,3.19,10.6,86.1,1.9,Rarely,Evening,Group study,Often,1 week before,3,1,Sometimes
BSCS,2,1.6,3.8,3.88,3.24,6.6,60.0,4.4,Always,Late night,Video lectures,Never,2–3 days before,2,1,Yes
BS Computer Science,4,1.8,2.4,4.0,2.51,11.8,97.5,4.2,Always,Late night,Mixed,Sometimes,Throughout the semester,4,5,Sometimes
BBA,1,1.5,1.8,4.0,3.51,6.3,97.5,3.3,Sometimes,Late night,Mixed,Rarely,Throughout the semester,2,5,Sometimes
BS Data Science,6,2.2,3.4,2.04,3.3,6.3,92.6,2.4,Sometimes,Late night,Mixed,Sometimes,2–3 days before,5,1,Sometimes
BS Data Science,5,2.2,1.8,1.56,3.26,6.5,75.4,2.6,Sometimes,Late night,Mixed,Rarely,2–3 days before,5,1,Yes
BS English,5,1.5,3.4,4.0,3.29,6.5,95.8,2.9,Sometimes,Morning,Mixed,Rarely,Throughout the semester,5,1,No
BS Data Science,5,1.5,4.0,2.91,3.36,6.1,88.0,2.7,Sometimes,Morning,Mixed,Rarely,1 week before,0,1,Sometimes
Docter of optometry,5,4.1,3.5,0.0,3.23,6.1,89.7,2.1,Sometimes,Morning,Video lectures,Never,Last day,5,1,Yes
BS English,4,4.2,4.3,2.77,3.74,7.1,79.1,1.9,Never,Late night,Mixed,Never,Throughout the semester,4,2,No
BSCS,5,5.5,3.6,0.0,3.27,7.0,89.5,4.5,Often,Late night,Mixed,Never,2–3 days before,4,3,Yes
BS Data Science,1,5.5,1.7,0.12,3.36,5.9,97.0,2.5,Often,Evening,Mixed,Sometimes,Throughout the semester,5,1,No
BS AI,5,1.9,1.5,0.0,3.09,6.7,91.0,3.2,Sometimes,Morning,Video lectures,Rarely,Throughout the semester,5,1,Yes
BS Mathematics,2,3.7,1.5,1.78,3.53,2.5,91.0,1.7,Rarely,Afternoon,Reading notes,Sometimes,Throughout the semester,3,4,Sometimes
BS Software Engineering,4,1.8,3.3,4.0,3.0,6.5,92.1,2.4,Never,Evening,Video lectures,Sometimes,1 week before,1,1,Yes
BS AI,5,1.5,3.5,3.84,3.75,6.7,71.3,2.4,Sometimes,Late night,Group study,Sometimes,Last day,2,5,Yes
BS AI,5,5.0,4.5,4.0,3.68,6.8,87.7,3.8,Sometimes,Morning,Mixed,Sometimes,Last day,5,1,Sometimes
BS Data Science,5,1.5,1.7,3.03,3.37,7.1,87.0,3.9,Sometimes,Late night,Mixed,Rarely,2–3 days before,3,3,Sometimes
BS Data Science,5,1.8,3.5,2.3,3.19,14.5,83.5,4.5,Rarely,Late night,Mixed,Rarely,Last day,5,1,Sometimes
BS Mathematics,2,1.5,4.5,3.89,3.75,6.7,96.0,2.3,Sometimes,Late night,Reading notes,Rarely,Throughout the semester,3,5,Sometimes
BS Data Science,5,1.5,3.3,2.55,3.33,2.5,68.5,3.3,Sometimes,Morning,Mixed,Never,2–3 days before,5,2,Sometimes
BS Software Engineering,2,4.0,3.5,2.7,3.64,6.9,95.1,2.3,Often,Late night,Mixed,Sometimes,1 week before,4,5,Yes
BS Data Science,5,1.7,3.5,2.25,3.3,6.8,88.9,2.0,Sometimes,Morning,Video lectures,Often,1 week before,4,1,Yes
BS Mathematics,1,5.2,2.1,2.11,3.69,7.5,79.8,0.4,Always,Late night,Group study,Never,Last day,1,5,Sometimes
BS Mathematics,5,5.5,3.5,2.89,2.47,6.8,95.8,1.4,Sometimes,Late night,Video lectures,Rarely,1 week before,5,2,Sometimes
BS Data Science,3,5.5,3.8,2.62,2.94,14.5,82.5,3.7,Often,Evening,Mixed,Rarely,1 week before,0,3,Yes
BS Accounting & finance,3,1.7,3.6,2.79,3.19,5.8,87.1,1.6,Sometimes,Evening,Mixed,Rarely,1 week before,4,2,Yes
BS Mathematics,1,5.2,1.6,0.0,3.26,6.4,73.9,1.7,Rarely,Evening,Mixed,Sometimes,Throughout the semester,3,1,Yes
BBA,3,3.7,4.2,3.61,3.27,5.7,93.1,4.5,Sometimes,Late night,Mixed,Rarely,1 week before,4,5,Sometimes
BS Software Engineering,5,1.5,4.5,2.87,2.82,6.2,75.3,4.5,Sometimes,Morning,Mixed,Sometimes,Last day,4,1,Sometimes
BS Accounting & finance,4,5.5,2.9,0.0,3.31,6.6,78.2,1.1,Always,Afternoon,Practice questions,Never,Throughout the semester,5,1,Sometimes
BS Software Engineering,6,1.5,3.5,4.0,3.23,6.3,95.3,4.0,Sometimes,Morning,Mixed,Never,1 week before,5,1,No
BS Data Science,4,1.9,3.7,4.0,2.53,6.3,93.9,3.1,Rarely,Evening,Mixed,Rarely,Throughout the semester,2,5,Yes
BS Data Science,5,5.0,2.2,2.44,3.19,2.5,89.4,4.5,Often,Late night,Mixed,Often,1 week before,5,1,Yes
BS Data Science,7,5.3,3.6,2.75,3.22,6.1,75.6,0.5,Sometimes,Late night,Practice questions,Sometimes,Throughout the semester,2,2,Sometimes
BS Accounting & finance,1,2.5,1.8,2.15,3.73,14.5,76.0,1.0,Sometimes,Late night,Mixed,Rarely,2–3 days before,3,5,Sometimes
BS Software Engineering,5,4.8,3.7,3.59,3.01,5.9,88.6,1.5,Always,Morning,Mixed,Sometimes,1 week before,2,2,Sometimes
BBA,5,1.5,3.3,2.68,3.24,6.2,88.9,1.6,Always,Morning,Mixed,Often,1 week before,5,1,Yes
BS Data Science,7,2.0,3.1,1.95,3.16,6.3,76.1,1.0,Often,Evening,Mixed,Rarely,Last day,5,1,Yes
BS Data Science,3,2.0,4.5,3.01,3.75,6.7,90.9,1.5,Rarely,Morning,Mixed,Sometimes,Throughout the semester,3,3,Sometimes
BS Accounting & finance,6,1.5,3.4,4.0,3.25,6.3,89.3,4.5,Sometimes,Morning,Mixed,Rarely,Last day,5,1,No
BS Data Science,2,4.5,4.5,0.0,3.33,6.3,63.8,2.5,Often,Evening,Mixed,Never,2–3 days before,5,1,Sometimes
BS Urdu,1,4.4,4.1,2.83,2.32,11.7,93.6,1.3,Always,Afternoon,Mixed,Sometimes,Throughout the semester,0,5,Sometimes
Radiology,3,5.5,2.0,1.68,3.29,7.0,80.7,1.0,Rarely,Evening,Mixed,Always,Last day,5,2,Yes
BS AI,5,2.2,1.5,2.37,2.9,6.0,91.2,3.3,Sometimes,Evening,Mixed,Rarely,1 week before,3,3,Yes
BBA,5,2.0,3.3,4.0,3.75,6.5,85.8,4.5,Always,Late night,Mixed,Never,1 week before,4,2,No
BS AI,2,5.3,3.3,3.5,3.3,13.4,77.8,1.3,Always,Morning,Reading notes,Never,2–3 days before,5,1,Yes
BS Data Science,1,1.7,3.6,1.78,3.24,5.9,82.3,2.0,Often,Evening,Reading notes,Sometimes,1 week before,4,4,Sometimes
BS Software Engineering,2,1.5,1.8,1.83,3.72,6.9,71.5,2.7,Rarely,Late night,Mixed,Sometimes,Throughout the semester,3,1,Sometimes
BS Software Engineering,3,3.3,3.7,4.0,3.75,6.7,89.9,3.1,Sometimes,Morning,Mixed,Sometimes,Last day,5,2,No
BS Data Science,3,5.3,4.5,2.78,3.73,6.6,79.6,2.5,Never,Late night,Mixed,Sometimes,1 week before,5,4,Sometimes
BS Computer Science,4,1.6,1.5,2.77,3.25,6.4,89.7,0.7,Sometimes,Evening,Mixed,Often,Throughout the semester,1,3,Sometimes
